
Program Started
AES		 , nan		 ,  0		 , 0FFT		 , nan		 ,  0		 , 2SHA		 , nan		 ,  0		 , 0BFS		 , nan		 ,  0		 , 2KMP		 , nan		 ,  0		 , 0GEMM		 , nan		 ,  0		 , 3SORT		 , nan		 ,  0		 , 0SPMV		 , nan		 ,  0		 , 1
AES		 , 0.986		 ,  5		 , 67FFT		 , 1.197		 ,  1		 , 70SHA		 , 1.352		 ,  2		 , 87BFS		 , 2.535		 ,  1		 , 73KMP		 , 1.141		 ,  3		 , 67GEMM		 , 5.521		 ,  1		 , 73SORT		 , 0.789		 ,  4		 , 70SPMV		 , 0.986		 ,  1		 , 69
AES		 , 0.972		 ,  5		 , 69FFT		 , 1.181		 ,  1		 , 72SHA		 , 1.333		 ,  2		 , 89BFS		 , 2.500		 ,  1		 , 73KMP		 , 1.125		 ,  3		 , 68GEMM		 , 5.444		 ,  1		 , 73SORT		 , 0.778		 ,  4		 , 70SPMV		 , 0.972		 ,  1		 , 70
AES		 , 0.959		 ,  5		 , 71FFT		 , 1.164		 ,  1		 , 73SHA		 , 1.315		 ,  2		 , 90BFS		 , 2.466		 ,  1		 , 74KMP		 , 1.110		 ,  3		 , 70GEMM		 , 5.370		 ,  1		 , 74SORT		 , 0.767		 ,  4		 , 70SPMV		 , 0.959		 ,  1		 , 70
AES		 , 0.946		 ,  5		 , 71FFT		 , 1.149		 ,  1		 , 73SHA		 , 1.297		 ,  2		 , 91BFS		 , 2.432		 ,  1		 , 75KMP		 , 1.095		 ,  3		 , 73GEMM		 , 5.297		 ,  1		 , 75SORT		 , 0.757		 ,  4		 , 70SPMV		 , 0.946		 ,  1		 , 72
AES		 , 0.933		 ,  5		 , 71FFT		 , 1.133		 ,  1		 , 74SHA		 , 1.280		 ,  2		 , 91BFS		 , 2.400		 ,  1		 , 75KMP		 , 1.080		 ,  3		 , 76GEMM		 , 5.227		 ,  1		 , 75SORT		 , 0.747		 ,  4		 , 72SPMV		 , 0.933		 ,  1		 , 74
AES		 , 0.921		 ,  5		 , 72FFT		 , 1.118		 ,  1		 , 74SHA		 , 1.263		 ,  2		 , 92BFS		 , 2.368		 ,  1		 , 75KMP		 , 1.066		 ,  3		 , 77GEMM		 , 5.158		 ,  1		 , 78SORT		 , 0.737		 ,  4		 , 74SPMV		 , 0.921		 ,  1		 , 74
AES		 , 0.909		 ,  5		 , 72FFT		 , 1.104		 ,  1		 , 75SHA		 , 1.247		 ,  2		 , 92BFS		 , 2.338		 ,  1		 , 75KMP		 , 1.052		 ,  3		 , 80GEMM		 , 5.091		 ,  1		 , 79SORT		 , 0.909		 ,  5		 , 75SPMV		 , 0.909		 ,  1		 , 76
AES		 , 0.897		 ,  5		 , 72FFT		 , 1.090		 ,  1		 , 77SHA		 , 1.231		 ,  2		 , 92BFS		 , 2.308		 ,  1		 , 77KMP		 , 1.038		 ,  3		 , 80GEMM		 , 5.026		 ,  1		 , 80SORT		 , 0.897		 ,  5		 , 76SPMV		 , 0.897		 ,  1		 , 78
AES		 , 0.886		 ,  5		 , 73FFT		 , 1.076		 ,  1		 , 77SHA		 , 1.215		 ,  2		 , 93BFS		 , 2.278		 ,  1		 , 79KMP		 , 1.025		 ,  3		 , 81GEMM		 , 4.962		 ,  1		 , 80SORT		 , 0.886		 ,  5		 , 77SPMV		 , 0.886		 ,  1		 , 80
AES		 , 0.875		 ,  5		 , 73FFT		 , 1.062		 ,  1		 , 78SHA		 , 1.200		 ,  2		 , 94BFS		 , 2.250		 ,  1		 , 80KMP		 , 1.013		 ,  3		 , 82GEMM		 , 4.900		 ,  1		 , 80SORT		 , 0.875		 ,  5		 , 79SPMV		 , 0.875		 ,  1		 , 82
AES		 , 0.864		 ,  5		 , 74FFT		 , 1.049		 ,  1		 , 80SHA		 , 1.185		 ,  2		 , 94BFS		 , 2.222		 ,  1		 , 80KMP		 , 1.000		 ,  3		 , 83GEMM		 , 4.840		 ,  1		 , 81SORT		 , 0.864		 ,  5		 , 81SPMV		 , 0.864		 ,  1		 , 83
AES		 , 0.854		 ,  5		 , 74FFT		 , 1.037		 ,  1		 , 80SHA		 , 1.171		 ,  2		 , 97BFS		 , 2.195		 ,  1		 , 82KMP		 , 0.988		 ,  3		 , 83GEMM		 , 4.780		 ,  1		 , 82SORT		 , 0.854		 ,  5		 , 82SPMV		 , 0.854		 ,  1		 , 84
AES		 , 0.843		 ,  5		 , 74FFT		 , 1.024		 ,  1		 , 81SHA		 , 1.157		 ,  2		 , 99BFS		 , 2.169		 ,  1		 , 83KMP		 , 0.976		 ,  3		 , 85GEMM		 , 4.723		 ,  1		 , 82SORT		 , 1.012		 ,  6		 , 83SPMV		 , 0.843		 ,  1		 , 85
AES		 , 0.833		 ,  5		 , 74FFT		 , 1.012		 ,  1		 , 85SHA		 , 1.143		 ,  2		 , 99BFS		 , 2.143		 ,  1		 , 84KMP		 , 0.964		 ,  3		 , 85GEMM		 , 4.667		 ,  1		 , 83SORT		 , 1.167		 ,  7		 , 84SPMV		 , 0.833		 ,  1		 , 86
AES		 , 0.824		 ,  5		 , 75FFT		 , 1.000		 ,  1		 , 87SHA		 , 1.129		 ,  2		 , 99BFS		 , 2.118		 ,  1		 , 85KMP		 , 0.953		 ,  3		 , 86GEMM		 , 4.612		 ,  1		 , 85SORT		 , 1.153		 ,  7		 , 85SPMV		 , 0.824		 ,  1		 , 86
AES		 , 0.814		 ,  5		 , 76FFT		 , 0.988		 ,  1		 , 88SHA		 , 1.116		 ,  2		 , 100BFS		 , 2.093		 ,  1		 , 86KMP		 , 1.256		 ,  4		 , 89GEMM		 , 4.558		 ,  1		 , 85SORT		 , 1.140		 ,  7		 , 85SPMV		 , 0.814		 ,  1		 , 87
AES		 , 0.805		 ,  5		 , 76FFT		 , 0.977		 ,  1		 , 89SHA		 , 1.103		 ,  2		 , 101BFS		 , 2.069		 ,  1		 , 87KMP		 , 1.241		 ,  4		 , 91GEMM		 , 4.506		 ,  1		 , 87SORT		 , 1.126		 ,  7		 , 86SPMV		 , 0.805		 ,  1		 , 87
AES		 , 0.795		 ,  5		 , 78FFT		 , 0.966		 ,  1		 , 90SHA		 , 1.091		 ,  2		 , 102BFS		 , 2.045		 ,  1		 , 88KMP		 , 1.227		 ,  4		 , 92GEMM		 , 4.455		 ,  1		 , 89SORT		 , 1.114		 ,  7		 , 86SPMV		 , 0.795		 ,  1		 , 87
AES		 , 0.787		 ,  5		 , 78FFT		 , 1.910		 ,  2		 , 91SHA		 , 1.079		 ,  2		 , 102BFS		 , 2.022		 ,  1		 , 88KMP		 , 1.213		 ,  4		 , 94GEMM		 , 4.404		 ,  1		 , 90SORT		 , 1.101		 ,  7		 , 87SPMV		 , 0.787		 ,  1		 , 90
AES		 , 0.778		 ,  5		 , 80FFT		 , 1.889		 ,  2		 , 91SHA		 , 1.067		 ,  2		 , 103BFS		 , 2.000		 ,  1		 , 88KMP		 , 1.200		 ,  4		 , 95GEMM		 , 4.356		 ,  1		 , 92SORT		 , 1.089		 ,  7		 , 88SPMV		 , 0.778		 ,  1		 , 91
AES		 , 0.769		 ,  5		 , 82FFT		 , 1.868		 ,  2		 , 91SHA		 , 1.582		 ,  3		 , 105BFS		 , 1.978		 ,  1		 , 89KMP		 , 1.187		 ,  4		 , 96GEMM		 , 4.308		 ,  1		 , 92SORT		 , 1.077		 ,  7		 , 88SPMV		 , 0.769		 ,  1		 , 93
AES		 , 0.761		 ,  5		 , 83FFT		 , 1.848		 ,  2		 , 92SHA		 , 1.565		 ,  3		 , 106BFS		 , 1.957		 ,  1		 , 89KMP		 , 1.174		 ,  4		 , 98GEMM		 , 4.261		 ,  1		 , 93SORT		 , 1.065		 ,  7		 , 88SPMV		 , 0.761		 ,  1		 , 95
AES		 , 0.903		 ,  6		 , 83FFT		 , 1.828		 ,  2		 , 92SHA		 , 1.548		 ,  3		 , 107BFS		 , 1.935		 ,  1		 , 91KMP		 , 1.161		 ,  4		 , 98GEMM		 , 4.215		 ,  1		 , 95SORT		 , 1.054		 ,  7		 , 90SPMV		 , 0.753		 ,  1		 , 96
AES		 , 0.894		 ,  6		 , 83FFT		 , 1.809		 ,  2		 , 93SHA		 , 1.532		 ,  3		 , 109BFS		 , 1.915		 ,  1		 , 93KMP		 , 1.149		 ,  4		 , 99GEMM		 , 4.170		 ,  1		 , 96SORT		 , 1.043		 ,  7		 , 90SPMV		 , 0.745		 ,  1		 , 97
AES		 , 0.884		 ,  6		 , 83FFT		 , 1.789		 ,  2		 , 94SHA		 , 1.516		 ,  3		 , 112BFS		 , 1.895		 ,  1		 , 93KMP		 , 1.137		 ,  4		 , 100GEMM		 , 4.126		 ,  1		 , 96SORT		 , 1.032		 ,  7		 , 92SPMV		 , 0.737		 ,  1		 , 98
AES		 , 0.875		 ,  6		 , 83FFT		 , 1.771		 ,  2		 , 94SHA		 , 1.500		 ,  3		 , 112BFS		 , 1.875		 ,  1		 , 95KMP		 , 1.125		 ,  4		 , 101GEMM		 , 4.083		 ,  1		 , 99SORT		 , 1.021		 ,  7		 , 93SPMV		 , 0.729		 ,  1		 , 99
AES		 , 0.866		 ,  6		 , 85FFT		 , 1.753		 ,  2		 , 95SHA		 , 1.485		 ,  3		 , 113BFS		 , 1.856		 ,  1		 , 96KMP		 , 1.113		 ,  4		 , 102GEMM		 , 4.041		 ,  1		 , 100SORT		 , 1.010		 ,  7		 , 93SPMV		 , 0.722		 ,  1		 , 100
AES		 , 1.000		 ,  7		 , 85FFT		 , 1.735		 ,  2		 , 96SHA		 , 1.469		 ,  3		 , 113BFS		 , 1.837		 ,  1		 , 97KMP		 , 1.102		 ,  4		 , 103GEMM		 , 4.000		 ,  1		 , 101SORT		 , 1.000		 ,  7		 , 95SPMV		 , 0.714		 ,  1		 , 102
AES		 , 0.990		 ,  7		 , 87FFT		 , 1.717		 ,  2		 , 99SHA		 , 1.455		 ,  3		 , 113BFS		 , 1.818		 ,  1		 , 97KMP		 , 1.091		 ,  4		 , 105GEMM		 , 3.960		 ,  1		 , 101SORT		 , 0.990		 ,  7		 , 95SPMV		 , 0.707		 ,  1		 , 103
AES		 , 0.980		 ,  7		 , 88FFT		 , 1.700		 ,  2		 , 101SHA		 , 1.440		 ,  3		 , 113BFS		 , 1.800		 ,  1		 , 98KMP		 , 1.080		 ,  4		 , 106GEMM		 , 3.920		 ,  1		 , 102SORT		 , 0.980		 ,  7		 , 95SPMV		 , 0.700		 ,  1		 , 105
AES		 , 0.970		 ,  7		 , 90FFT		 , 1.683		 ,  2		 , 101SHA		 , 1.426		 ,  3		 , 115BFS		 , 1.782		 ,  1		 , 98KMP		 , 1.069		 ,  4		 , 107GEMM		 , 3.881		 ,  1		 , 104SORT		 , 0.970		 ,  7		 , 96SPMV		 , 0.693		 ,  1		 , 105
AES		 , 0.961		 ,  7		 , 91FFT		 , 1.667		 ,  2		 , 102SHA		 , 1.412		 ,  3		 , 115BFS		 , 1.765		 ,  1		 , 100KMP		 , 1.059		 ,  4		 , 108GEMM		 , 3.843		 ,  1		 , 104SORT		 , 0.961		 ,  7		 , 97SPMV		 , 0.686		 ,  1		 , 107
AES		 , 0.951		 ,  7		 , 92FFT		 , 1.650		 ,  2		 , 102SHA		 , 1.398		 ,  3		 , 115BFS		 , 1.748		 ,  1		 , 102KMP		 , 1.049		 ,  4		 , 109GEMM		 , 3.806		 ,  1		 , 105SORT		 , 0.951		 ,  7		 , 99SPMV		 , 1.359		 ,  2		 , 108
AES		 , 0.942		 ,  7		 , 94FFT		 , 1.635		 ,  2		 , 103SHA		 , 1.385		 ,  3		 , 115BFS		 , 1.731		 ,  1		 , 102KMP		 , 1.038		 ,  4		 , 109GEMM		 , 3.769		 ,  1		 , 108SORT		 , 0.942		 ,  7		 , 100SPMV		 , 1.346		 ,  2		 , 109
AES		 , 0.933		 ,  7		 , 95FFT		 , 1.619		 ,  2		 , 106SHA		 , 1.371		 ,  3		 , 115BFS		 , 1.714		 ,  1		 , 103KMP		 , 1.029		 ,  4		 , 109GEMM		 , 3.733		 ,  1		 , 110SORT		 , 0.933		 ,  7		 , 100SPMV		 , 1.333		 ,  2		 , 110
AES		 , 0.925		 ,  7		 , 96FFT		 , 1.604		 ,  2		 , 106SHA		 , 1.358		 ,  3		 , 118BFS		 , 1.698		 ,  1		 , 104KMP		 , 1.019		 ,  4		 , 110GEMM		 , 3.698		 ,  1		 , 110SORT		 , 0.925		 ,  7		 , 102SPMV		 , 1.321		 ,  2		 , 110
AES		 , 0.916		 ,  7		 , 97FFT		 , 1.589		 ,  2		 , 106SHA		 , 1.346		 ,  3		 , 119BFS		 , 1.682		 ,  1		 , 106KMP		 , 1.262		 ,  5		 , 110GEMM		 , 3.664		 ,  1		 , 110SORT		 , 1.047		 ,  8		 , 104SPMV		 , 1.308		 ,  2		 , 112
AES		 , 0.907		 ,  7		 , 99FFT		 , 1.574		 ,  2		 , 107SHA		 , 1.333		 ,  3		 , 120BFS		 , 1.667		 ,  1		 , 108KMP		 , 1.250		 ,  5		 , 110GEMM		 , 3.630		 ,  1		 , 111SORT		 , 1.037		 ,  8		 , 105SPMV		 , 1.296		 ,  2		 , 112
AES		 , 0.899		 ,  7		 , 99FFT		 , 1.560		 ,  2		 , 107SHA		 , 1.321		 ,  3		 , 122BFS		 , 1.651		 ,  1		 , 109KMP		 , 1.239		 ,  5		 , 111GEMM		 , 3.596		 ,  1		 , 112SORT		 , 1.028		 ,  8		 , 107SPMV		 , 1.284		 ,  2		 , 113
AES		 , 1.018		 ,  8		 , 101FFT		 , 1.545		 ,  2		 , 108SHA		 , 1.309		 ,  3		 , 123BFS		 , 1.636		 ,  1		 , 109KMP		 , 1.227		 ,  5		 , 111GEMM		 , 3.564		 ,  1		 , 114SORT		 , 1.018		 ,  8		 , 108SPMV		 , 1.273		 ,  2		 , 114
AES		 , 1.009		 ,  8		 , 102FFT		 , 1.532		 ,  2		 , 108SHA		 , 1.297		 ,  3		 , 124BFS		 , 1.622		 ,  1		 , 110KMP		 , 1.216		 ,  5		 , 113GEMM		 , 3.532		 ,  1		 , 116SORT		 , 1.009		 ,  8		 , 108SPMV		 , 1.261		 ,  2		 , 115
AES		 , 1.000		 ,  8		 , 102FFT		 , 1.518		 ,  2		 , 110SHA		 , 1.286		 ,  3		 , 125BFS		 , 1.607		 ,  1		 , 110KMP		 , 1.205		 ,  5		 , 113GEMM		 , 3.500		 ,  1		 , 117SORT		 , 1.000		 ,  8		 , 111SPMV		 , 1.250		 ,  2		 , 116
AES		 , 0.991		 ,  8		 , 104FFT		 , 1.504		 ,  2		 , 110SHA		 , 1.274		 ,  3		 , 127BFS		 , 1.593		 ,  1		 , 110KMP		 , 1.195		 ,  5		 , 114GEMM		 , 3.469		 ,  1		 , 118SORT		 , 0.991		 ,  8		 , 113SPMV		 , 1.239		 ,  2		 , 116
AES		 , 1.105		 ,  9		 , 106FFT		 , 1.491		 ,  2		 , 112SHA		 , 1.263		 ,  3		 , 127BFS		 , 1.579		 ,  1		 , 112KMP		 , 1.184		 ,  5		 , 114GEMM		 , 3.439		 ,  1		 , 118SORT		 , 0.982		 ,  8		 , 113SPMV		 , 1.228		 ,  2		 , 118
AES		 , 1.096		 ,  9		 , 106FFT		 , 1.478		 ,  2		 , 114SHA		 , 1.252		 ,  3		 , 128BFS		 , 1.565		 ,  1		 , 112KMP		 , 1.174		 ,  5		 , 117GEMM		 , 3.409		 ,  1		 , 119SORT		 , 0.974		 ,  8		 , 114SPMV		 , 1.217		 ,  2		 , 118
AES		 , 1.086		 ,  9		 , 106FFT		 , 1.466		 ,  2		 , 117SHA		 , 1.241		 ,  3		 , 128BFS		 , 1.552		 ,  1		 , 112KMP		 , 1.164		 ,  5		 , 118GEMM		 , 3.379		 ,  1		 , 120SORT		 , 0.966		 ,  8		 , 116SPMV		 , 1.207		 ,  2		 , 119
AES		 , 1.077		 ,  9		 , 106FFT		 , 1.453		 ,  2		 , 118SHA		 , 1.231		 ,  3		 , 132BFS		 , 1.538		 ,  1		 , 112KMP		 , 1.154		 ,  5		 , 118GEMM		 , 3.350		 ,  1		 , 121SORT		 , 0.957		 ,  8		 , 117SPMV		 , 1.197		 ,  2		 , 120
AES		 , 1.068		 ,  9		 , 108FFT		 , 1.441		 ,  2		 , 120SHA		 , 1.220		 ,  3		 , 133BFS		 , 1.525		 ,  1		 , 112KMP		 , 1.144		 ,  5		 , 119GEMM		 , 3.322		 ,  1		 , 122SORT		 , 0.949		 ,  8		 , 117SPMV		 , 1.186		 ,  2		 , 121
AES		 , 1.059		 ,  9		 , 109FFT		 , 1.429		 ,  2		 , 122SHA		 , 1.210		 ,  3		 , 133BFS		 , 1.513		 ,  1		 , 114KMP		 , 1.134		 ,  5		 , 120GEMM		 , 3.294		 ,  1		 , 122SORT		 , 0.941		 ,  8		 , 118SPMV		 , 1.176		 ,  2		 , 122
AES		 , 1.050		 ,  9		 , 110FFT		 , 1.417		 ,  2		 , 122SHA		 , 1.200		 ,  3		 , 133BFS		 , 1.500		 ,  1		 , 116KMP		 , 1.125		 ,  5		 , 122GEMM		 , 3.267		 ,  1		 , 122SORT		 , 0.933		 ,  8		 , 120SPMV		 , 1.167		 ,  2		 , 123
AES		 , 1.157		 , 10		 , 110FFT		 , 1.405		 ,  2		 , 123SHA		 , 1.190		 ,  3		 , 134BFS		 , 1.488		 ,  1		 , 119KMP		 , 1.116		 ,  5		 , 124GEMM		 , 3.240		 ,  1		 , 123SORT		 , 1.041		 ,  9		 , 120SPMV		 , 1.157		 ,  2		 , 123
AES		 , 1.148		 , 10		 , 113FFT		 , 1.393		 ,  2		 , 123SHA		 , 1.180		 ,  3		 , 135BFS		 , 1.475		 ,  1		 , 121KMP		 , 1.107		 ,  5		 , 124GEMM		 , 3.213		 ,  1		 , 123SORT		 , 1.033		 ,  9		 , 120SPMV		 , 1.148		 ,  2		 , 125
AES		 , 1.138		 , 10		 , 115FFT		 , 1.382		 ,  2		 , 124SHA		 , 1.171		 ,  3		 , 137BFS		 , 1.463		 ,  1		 , 123KMP		 , 1.098		 ,  5		 , 124GEMM		 , 3.187		 ,  1		 , 124SORT		 , 1.024		 ,  9		 , 120SPMV		 , 1.138		 ,  2		 , 125
AES		 , 1.129		 , 10		 , 118FFT		 , 1.371		 ,  2		 , 125SHA		 , 1.161		 ,  3		 , 137BFS		 , 1.452		 ,  1		 , 124KMP		 , 1.089		 ,  5		 , 125GEMM		 , 3.161		 ,  1		 , 126SORT		 , 1.129		 , 10		 , 120SPMV		 , 1.129		 ,  2		 , 125
AES		 , 1.120		 , 10		 , 118FFT		 , 1.360		 ,  2		 , 125SHA		 , 1.152		 ,  3		 , 138BFS		 , 1.440		 ,  1		 , 125KMP		 , 1.080		 ,  5		 , 125GEMM		 , 3.136		 ,  1		 , 130SORT		 , 1.120		 , 10		 , 120SPMV		 , 1.120		 ,  2		 , 127
AES		 , 1.111		 , 10		 , 118FFT		 , 1.349		 ,  2		 , 127SHA		 , 1.143		 ,  3		 , 139BFS		 , 1.429		 ,  1		 , 128KMP		 , 1.071		 ,  5		 , 126GEMM		 , 3.111		 ,  1		 , 130SORT		 , 1.111		 , 10		 , 120SPMV		 , 1.111		 ,  2		 , 128
AES		 , 1.102		 , 10		 , 118FFT		 , 1.339		 ,  2		 , 130SHA		 , 1.134		 ,  3		 , 140BFS		 , 1.417		 ,  1		 , 129KMP		 , 1.063		 ,  5		 , 127GEMM		 , 3.087		 ,  1		 , 130SORT		 , 1.102		 , 10		 , 121SPMV		 , 1.102		 ,  2		 , 129
AES		 , 1.094		 , 10		 , 118FFT		 , 1.328		 ,  2		 , 130SHA		 , 1.125		 ,  3		 , 141BFS		 , 1.406		 ,  1		 , 131KMP		 , 1.055		 ,  5		 , 128GEMM		 , 3.062		 ,  1		 , 131SORT		 , 1.094		 , 10		 , 123SPMV		 , 1.094		 ,  2		 , 130
AES		 , 1.194		 , 11		 , 119FFT		 , 1.318		 ,  2		 , 132SHA		 , 1.116		 ,  3		 , 142BFS		 , 1.395		 ,  1		 , 132KMP		 , 1.047		 ,  5		 , 129GEMM		 , 3.039		 ,  1		 , 132SORT		 , 1.085		 , 10		 , 124SPMV		 , 1.085		 ,  2		 , 130
AES		 , 1.185		 , 11		 , 120FFT		 , 1.308		 ,  2		 , 132SHA		 , 1.108		 ,  3		 , 144BFS		 , 1.385		 ,  1		 , 134KMP		 , 1.246		 ,  6		 , 130GEMM		 , 3.015		 ,  1		 , 132SORT		 , 1.077		 , 10		 , 125SPMV		 , 1.077		 ,  2		 , 131
AES		 , 1.282		 , 12		 , 121FFT		 , 1.298		 ,  2		 , 134SHA		 , 1.099		 ,  3		 , 145BFS		 , 1.374		 ,  1		 , 135KMP		 , 1.237		 ,  6		 , 131GEMM		 , 2.992		 ,  1		 , 133SORT		 , 1.069		 , 10		 , 126SPMV		 , 1.069		 ,  2		 , 131
AES		 , 1.273		 , 12		 , 123FFT		 , 1.288		 ,  2		 , 134SHA		 , 1.091		 ,  3		 , 145BFS		 , 1.364		 ,  1		 , 135KMP		 , 1.227		 ,  6		 , 132GEMM		 , 2.970		 ,  1		 , 136SORT		 , 1.061		 , 10		 , 128SPMV		 , 1.061		 ,  2		 , 131
AES		 , 1.263		 , 12		 , 123FFT		 , 1.278		 ,  2		 , 134SHA		 , 1.083		 ,  3		 , 145BFS		 , 1.353		 ,  1		 , 137KMP		 , 1.218		 ,  6		 , 134GEMM		 , 2.947		 ,  1		 , 138SORT		 , 1.053		 , 10		 , 129SPMV		 , 1.053		 ,  2		 , 132
AES		 , 1.254		 , 12		 , 124FFT		 , 1.269		 ,  2		 , 137SHA		 , 1.075		 ,  3		 , 146BFS		 , 1.343		 ,  1		 , 137KMP		 , 1.209		 ,  6		 , 134GEMM		 , 2.925		 ,  1		 , 139SORT		 , 1.045		 , 10		 , 129SPMV		 , 1.045		 ,  2		 , 134
AES		 , 1.244		 , 12		 , 124FFT		 , 1.259		 ,  2		 , 137SHA		 , 1.067		 ,  3		 , 146BFS		 , 1.333		 ,  1		 , 138KMP		 , 1.200		 ,  6		 , 137GEMM		 , 2.904		 ,  1		 , 139SORT		 , 1.037		 , 10		 , 130SPMV		 , 1.037		 ,  2		 , 137
AES		 , 1.235		 , 12		 , 124FFT		 , 1.250		 ,  2		 , 137SHA		 , 1.059		 ,  3		 , 147BFS		 , 1.324		 ,  1		 , 139KMP		 , 1.191		 ,  6		 , 140GEMM		 , 2.882		 ,  1		 , 141SORT		 , 1.029		 , 10		 , 131SPMV		 , 1.029		 ,  2		 , 137
AES		 , 1.226		 , 12		 , 125FFT		 , 1.241		 ,  2		 , 139SHA		 , 1.401		 ,  4		 , 147BFS		 , 1.314		 ,  1		 , 140KMP		 , 1.182		 ,  6		 , 140GEMM		 , 2.861		 ,  1		 , 141SORT		 , 1.022		 , 10		 , 132SPMV		 , 1.022		 ,  2		 , 140
AES		 , 1.217		 , 12		 , 125FFT		 , 1.232		 ,  2		 , 141SHA		 , 1.391		 ,  4		 , 148BFS		 , 1.304		 ,  1		 , 141KMP		 , 1.174		 ,  6		 , 140GEMM		 , 2.841		 ,  1		 , 143SORT		 , 1.014		 , 10		 , 133SPMV		 , 1.014		 ,  2		 , 141
AES		 , 1.209		 , 12		 , 125FFT		 , 1.223		 ,  2		 , 143SHA		 , 1.381		 ,  4		 , 150BFS		 , 1.295		 ,  1		 , 142KMP		 , 1.165		 ,  6		 , 140GEMM		 , 2.820		 ,  1		 , 144SORT		 , 1.007		 , 10		 , 134SPMV		 , 1.007		 ,  2		 , 142
AES		 , 1.200		 , 12		 , 125FFT		 , 1.214		 ,  2		 , 144SHA		 , 1.371		 ,  4		 , 150BFS		 , 1.286		 ,  1		 , 144KMP		 , 1.350		 ,  7		 , 143GEMM		 , 2.800		 ,  1		 , 145SORT		 , 1.000		 , 10		 , 134SPMV		 , 1.000		 ,  2		 , 143
AES		 , 1.191		 , 12		 , 127FFT		 , 1.206		 ,  2		 , 144SHA		 , 1.362		 ,  4		 , 150BFS		 , 1.277		 ,  1		 , 145KMP		 , 1.340		 ,  7		 , 143GEMM		 , 2.780		 ,  1		 , 146SORT		 , 0.993		 , 10		 , 136SPMV		 , 0.993		 ,  2		 , 145
AES		 , 1.183		 , 12		 , 129FFT		 , 1.197		 ,  2		 , 145SHA		 , 1.352		 ,  4		 , 150BFS		 , 1.268		 ,  1		 , 146KMP		 , 1.331		 ,  7		 , 144GEMM		 , 2.761		 ,  1		 , 147SORT		 , 0.986		 , 10		 , 138SPMV		 , 0.986		 ,  2		 , 145
AES		 , 1.175		 , 12		 , 129FFT		 , 1.189		 ,  2		 , 148SHA		 , 1.343		 ,  4		 , 151BFS		 , 1.259		 ,  1		 , 147KMP		 , 1.322		 ,  7		 , 145GEMM		 , 2.741		 ,  1		 , 148SORT		 , 0.979		 , 10		 , 139SPMV		 , 0.979		 ,  2		 , 145
AES		 , 1.167		 , 12		 , 130FFT		 , 1.181		 ,  2		 , 150SHA		 , 1.333		 ,  4		 , 151BFS		 , 1.250		 ,  1		 , 147KMP		 , 1.312		 ,  7		 , 146GEMM		 , 2.722		 ,  1		 , 150SORT		 , 1.069		 , 11		 , 140SPMV		 , 0.972		 ,  2		 , 146
AES		 , 1.159		 , 12		 , 132FFT		 , 1.172		 ,  2		 , 151SHA		 , 1.324		 ,  4		 , 152BFS		 , 1.241		 ,  1		 , 147KMP		 , 1.303		 ,  7		 , 146GEMM		 , 2.703		 ,  1		 , 152SORT		 , 1.062		 , 11		 , 141SPMV		 , 0.966		 ,  2		 , 147
AES		 , 1.151		 , 12		 , 134FFT		 , 1.164		 ,  2		 , 152SHA		 , 1.315		 ,  4		 , 154BFS		 , 1.233		 ,  1		 , 149KMP		 , 1.295		 ,  7		 , 146GEMM		 , 2.685		 ,  1		 , 152SORT		 , 1.055		 , 11		 , 142SPMV		 , 0.959		 ,  2		 , 147
AES		 , 1.143		 , 12		 , 135FFT		 , 1.156		 ,  2		 , 153SHA		 , 1.306		 ,  4		 , 157BFS		 , 1.224		 ,  1		 , 149KMP		 , 1.286		 ,  7		 , 146GEMM		 , 2.667		 ,  1		 , 153SORT		 , 1.048		 , 11		 , 144SPMV		 , 0.952		 ,  2		 , 147
AES		 , 1.135		 , 12		 , 138FFT		 , 1.149		 ,  2		 , 155SHA		 , 1.297		 ,  4		 , 157BFS		 , 1.216		 ,  1		 , 151KMP		 , 1.277		 ,  7		 , 146GEMM		 , 2.649		 ,  1		 , 153SORT		 , 1.041		 , 11		 , 144SPMV		 , 0.946		 ,  2		 , 148
AES		 , 1.128		 , 12		 , 138FFT		 , 1.141		 ,  2		 , 157SHA		 , 1.289		 ,  4		 , 157BFS		 , 1.208		 ,  1		 , 152KMP		 , 1.268		 ,  7		 , 146GEMM		 , 2.631		 ,  1		 , 153SORT		 , 1.034		 , 11		 , 145SPMV		 , 0.940		 ,  2		 , 152
AES		 , 1.120		 , 12		 , 138FFT		 , 1.133		 ,  2		 , 158SHA		 , 1.280		 ,  4		 , 158BFS		 , 1.200		 ,  1		 , 153KMP		 , 1.260		 ,  7		 , 149GEMM		 , 2.613		 ,  1		 , 154SORT		 , 1.027		 , 11		 , 146SPMV		 , 0.933		 ,  2		 , 152
AES		 , 1.113		 , 12		 , 139FFT		 , 1.126		 ,  2		 , 160SHA		 , 1.272		 ,  4		 , 158BFS		 , 1.192		 ,  1		 , 153KMP		 , 1.252		 ,  7		 , 151GEMM		 , 2.596		 ,  1		 , 154SORT		 , 1.020		 , 11		 , 147SPMV		 , 1.391		 ,  3		 , 154
